nrg_cons,nrg_prc,currency,geo\time	2021	2020	2019	2018	2017	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH2500-4999,OTH,PPS,SK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,OTH,PPS,TR	0.0101 	0.0103 	0.0086 	0.0092 	0.0086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,OTH,PPS,UK	: 	: 	0.0269 	0.0250 	0.0186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,AT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,BE	0.0021 	0.0019 	0.0018 	0.0023 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,CY	0.0065 	0.0063 	0.0065 	0.0067 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,DE	0.0084 	0.0078 	0.0073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,EA	0.0041 	0.0043 	0.0040 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,EL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,ES	0.0011 	0.0038 	0.0032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,EU27_2020	0.0038 	0.0038 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,FI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,FR	0.0062 	0.0060 	0.0057 	0.0045 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,IE	0.0022 	0.0021 e	0.0027 	0.0062 	0.0053 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,IT	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,LT	0.0000 	0.0000 	0.0000 	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,MD	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,ME	0.0000 	0.0000 	0.0002 	0.0002 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,PL	0.0072 	0.0037 	0.0034 	0.0070 	0.0085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,PT	-0.0025 	-0.0020 	0.0023 	0.0123 	0.0114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,RO	: 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,SE	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,SI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,SK	0.0119 	0.0117 	0.0114 	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,UK	: 	: 	0.0036 	0.0013 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,EUR,XK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,AT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,BE	0.0021 	0.0019 	0.0018 	0.0023 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,CY	0.0065 	0.0063 	0.0065 	0.0067 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,DE	0.0084 	0.0078 	0.0073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,EL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,ES	0.0011 	0.0038 	0.0032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,FI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,FR	0.0062 	0.0060 	0.0057 	0.0045 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,IE	0.0022 	0.0021 e	0.0027 	0.0062 	0.0053 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,IT	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,LT	0.0000 	0.0000 	0.0000 	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,MD	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,ME	0.0000 	0.0000 	0.0002 	0.0002 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,PL	0.0332 	0.0164 	0.0148 	0.0299 	0.0362 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,PT	-0.0025 	-0.0020 	0.0023 	0.0123 	0.0114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,RO	: 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,SE	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,SI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,SK	0.0119 	0.0117 	0.0114 	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,UK	: 	: 	0.0032 	0.0012 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,NAC,XK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,AT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,BE	0.0019 	0.0017 	0.0016 	0.0020 	0.0008 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,CY	0.0071 	0.0070 	0.0074 	0.0075 	0.0075 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,DE	0.0076 	0.0071 	0.0066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,EA	0.0038 	0.0040 	0.0038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,EL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,ES	0.0012 	0.0041 	0.0034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,EU27_2020	0.0037 	0.0037 	0.0032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,FI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,FR	0.0057 	0.0055 	0.0052 	0.0040 	0.0042 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,IE	0.0018 	0.0017 e	0.0022 	0.0053 	0.0046 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,IT	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,LT	0.0000 	0.0000 	0.0000 	0.0033 	0.0051 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,ME	0.0000 	0.0000 	0.0004 	0.0004 	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,PL	0.0124 	0.0062 	0.0056 	0.0116 	0.0143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,PT	-0.0029 	-0.0024 	0.0027 	0.0146 	0.0136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,RO	: 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,SE	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,SI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,SK	0.0148 	0.0148 	0.0145 	0.0154 	0.0156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_CAP,PPS,UK	: 	: 	0.0031 	0.0012 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,AT	0.0150 	0.0150 	0.0150 	0.0150 	0.0150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,BE	0.0019 	0.0019 	0.0019 	0.0019 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,CY	0.0324 	0.0154 	0.0150 	0.0074 	0.0027 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,CZ	0.0011 	0.0011 	0.0012 	0.0012 	0.0012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,DE	0.0205 	0.0205 	0.0205 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,DK	0.1210 	0.1198 	0.1184 	0.1225 	0.1223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,EA	0.0161 	0.0161 	0.0189 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,EE	0.0010 	0.0023 	0.0045 	0.0045 	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,EL	0.0022 	0.0021 	0.0022 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,ES	0.0142 	0.0092 	0.0096 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,EU27_2020	0.0180 	0.0175 	0.0192 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,FI	0.0224 	0.0224 	0.0224 	0.0224 	0.0224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,FR	0.0319 	0.0320 	0.0318 	0.0317 	0.0317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,IE	0.0000 	0.0003 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,IT	0.0167 	0.0166 	0.0163 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,LU	0.0000 	0.0010 	0.0010 	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,MD	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,ME	: 	: 	: 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,MT	0.0015 	0.0015 	0.0015 	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,NL	-0.0594 	-0.0493 	0.0157 	0.0083 	0.0065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,NO	0.0170 	0.0156 	0.0165 	0.0180 	0.0179 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,PL	0.0218 	0.0165 	0.0096 	0.0108 	0.0089 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,PT	0.0010 	0.0010 	0.0010 	0.0010 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,RO	0.0011 	0.0010 	0.0010 	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,SE	0.0350 	0.0342 	0.0326 	0.0319 	0.0305 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,SI	0.0030 	0.0030 	0.0030 	0.0030 	0.0031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,SK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,UK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_ENV,EUR,XK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
